chpn_op35_2.mid,Chopin,Romantic,unclear
chpn_op33_4.mid,Chopin,Romantic,unclear
chpn-p14.mid,Chopin,Romantic,unclear
chpn-p17.mid,Chopin,Romantic,soft
chpn_op33_2.mid,Chopin,Romantic,happy
chpn_op53.mid,Chopin,Romantic,unclear
chpn_op35_3.mid,Chopin,Romantic,unclear
chpn-p1.mid,Chopin,Romantic,unclear
chpn_op7_2.mid,Chopin,Romantic,soft
chpn_op25_e11.mid,Chopin,Romantic,passionate
chpn-p16.mid,Chopin,Romantic,unclear
chpn-p20.mid,Chopin,Romantic,depressed
chpn-p13.mid,Chopin,Romantic,soft
chpn_op27_2.mid,Chopin,Romantic,soft
chpn-p6.mid,Chopin,Romantic,depressed
chpn-p9.mid,Chopin,Romantic,unclear
chpn-p15.mid,Chopin,Romantic,depressed
chpn_op10_e12.mid,Chopin,Romantic,passionate
chpn-p22.mid,Chopin,Romantic,unclear
chpn_op23.mid,Chopin,Romantic,unclear
chpn-p24.mid,Chopin,Romantic,passionate
chpn-p18.mid,Chopin,Romantic,happy
chpn_op27_1.mid,Chopin,Romantic,depressed
chpn_op10_e05.mid,Chopin,Romantic,passionate
chpn_op25_e4.mid,Chopin,Romantic,unclear
chpn_op66.mid,Chopin,Romantic,unclear
chpn_op25_e2.mid,Chopin,Romantic,soft
chpn_op10_e01.mid,Chopin,Romantic,passionate
chpn-p11.mid,Chopin,Romantic,happy
chpn-p7.mid,Chopin,Romantic,soft
chp_op18.mid,Chopin,Romantic,unclear
chpn-p23.mid,Chopin,Romantic,soft
chpn-p5.mid,Chopin,Romantic,unclear
chpn_op35_4.mid,Chopin,Romantic,unclear
chpn_op25_e3.mid,Chopin,Romantic,unclear
chpn-p12.mid,Chopin,Romantic,passionate
chpn-p21.mid,Chopin,Romantic,soft
chpn-p4.mid,Chopin,Romantic,depressed
chpn-p2.mid,Chopin,Romantic,depressed
chpn_op35_1.mid,Chopin,Romantic,unclear
chp_op31.mid,Chopin,Romantic,unclear
chpn_op25_e1.mid,Chopin,Romantic,unclear
chpn-p10.mid,Chopin,Romantic,unclear
chpn-p8.mid,Chopin,Romantic,passionate
chpn_op25_e12.mid,Chopin,Romantic,unclear
chpn_op7_1.mid,Chopin,Romantic,happy
chpn-p3.mid,Chopin,Romantic,unclear
chpn-p19.mid,Chopin,Romantic,soft
scn15_5.mid,Schumann,Romantic,unclear
scn15_7.mid,Schumann,Romantic,unclear
scn15_12.mid,Schumann,Romantic,unclear
scn15_6.mid,Schumann,Romantic,unclear
scn15_13.mid,Schumann,Romantic,unclear
scn68_12.mid,Schumann,Romantic,unclear
scn15_1.mid,Schumann,Romantic,unclear
scn15_3.mid,Schumann,Romantic,unclear
scn15_2.mid,Schumann,Romantic,unclear
scn16_3.mid,Schumann,Romantic,unclear
scn16_2.mid,Schumann,Romantic,unclear
scn68_10.mid,Schumann,Romantic,unclear
scn16_6.mid,Schumann,Romantic,unclear
scn16_5.mid,Schumann,Romantic,unclear
scn16_1.mid,Schumann,Romantic,unclear
scn15_9.mid,Schumann,Romantic,unclear
scn15_8.mid,Schumann,Romantic,unclear
scn15_11.mid,Schumann,Romantic,unclear
scn16_7.mid,Schumann,Romantic,unclear
scn16_8.mid,Schumann,Romantic,unclear
scn16_4.mid,Schumann,Romantic,unclear
scn15_10.mid,Schumann,Romantic,unclear
schum_abegg.mid,Schumann,Romantic,unclear
scn15_4.mid,Schumann,Romantic,unclear
ty_august.mid,Tchaikovsky,Romantic,unclear
ty_april.mid,Tchaikovsky,Romantic,unclear
ty_juli.mid,Tchaikovsky,Romantic,unclear
ty_oktober.mid,Tchaikovsky,Romantic,unclear
ty_juni.mid,Tchaikovsky,Romantic,unclear
ty_november.mid,Tchaikovsky,Romantic,unclear
ty_januar.mid,Tchaikovsky,Romantic,unclear
ty_dezember.mid,Tchaikovsky,Romantic,unclear
ty_maerz.mid,Tchaikovsky,Romantic,unclear
ty_mai.mid,Tchaikovsky,Romantic,unclear
ty_februar.mid,Tchaikovsky,Romantic,unclear
ty_september.mid,Tchaikovsky,Romantic,unclear
debussy_cc_3.mid,Debussy,Romantic,happy
DEB_CLAI.MID,Debussy,Romantic,soft
debussy_cc_2.mid,Debussy,Romantic,unclear
debussy_cc_6.mid,Debussy,Romantic,unclear
deb_menu.mid,Debussy,Romantic,unclear
DEB_PASS.MID,Debussy,Romantic,unclear
deb_prel.mid,Debussy,Romantic,happy
debussy_cc_1.mid,Debussy,Romantic,unclear
debussy_cc_4.mid,Debussy,Romantic,unclear
alb_se2.mid,Albeniz,Romantic,unclear
alb_se8.mid,Albeniz,Romantic,unclear
alb_se1.mid,Albeniz,Romantic,unclear
alb_esp6.mid,Albeniz,Romantic,unclear
alb_esp4.mid,Albeniz,Romantic,unclear
alb_esp2.mid,Albeniz,Romantic,unclear
alb_se4.mid,Albeniz,Romantic,unclear
alb_esp1.mid,Albeniz,Romantic,unclear
alb_esp5.mid,Albeniz,Romantic,unclear
alb_se6.mid,Albeniz,Romantic,unclear
alb_se3.mid,Albeniz,Romantic,unclear
alb_esp3.mid,Albeniz,Romantic,unclear
alb_se5.mid,Albeniz,Romantic,unclear
alb_se7.mid,Albeniz,Romantic,unclear
liz_et_trans8.mid,Liszt,Romantic,unclear
liz_liebestraum.mid,Liszt,Romantic,soft
liz_rhap10.mid,Liszt,Romantic,unclear
liz_rhap15.mid,Liszt,Romantic,unclear
liz_et2.mid,Liszt,Romantic,unclear
liz_rhap09.mid,Liszt,Romantic,unclear
liz_rhap02.mid,Liszt,Romantic,unclear
liz_rhap12.mid,Liszt,Romantic,unclear
liz_et4.mid,Liszt,Romantic,unclear
liz_et1.mid,Liszt,Romantic,unclear
liz_et_trans4.mid,Liszt,Romantic,unclear
liz_et5.mid,Liszt,Romantic,unclear
liz_donjuan.mid,Liszt,Romantic,unclear
liz_et3.mid,Liszt,Romantic,soft
liz_et6.mid,Liszt,Romantic,unclear
liz_et_trans5.mid,Liszt,Romantic,unclear
pathetique_1.mid,Beethoven,Classical,unclear
beethoven_hammerklavier_4.mid,Beethoven,Classical,unclear
beethoven_hammerklavier_2.mid,Beethoven,Classical,unclear
beethoven_opus22_4.mid,Beethoven,Classical,happy
waldstein_2.mid,Beethoven,Classical,unclear
beethoven_hammerklavier_3.mid,Beethoven,Classical,depressed
beethoven_les_adieux_3.mid,Beethoven,Classical,happy
beethoven_opus22_2.mid,Beethoven,Classical,unclear
waldstein_1.mid,Beethoven,Classical,happy
appass_2.mid,Beethoven,Classical,unclear
beethoven_opus10_3.mid,Beethoven,Classical,unclear
beethoven_opus22_1.mid,Beethoven,Classical,unclear
beethoven_hammerklavier_1.mid,Beethoven,Classical,unclear
pathetique_3.mid,Beethoven,Classical,passionate
beethoven_opus90_2.mid,Beethoven,Classical,unclear
beethoven_opus22_3.mid,Beethoven,Classical,happy
beethoven_opus90_1.mid,Beethoven,Classical,unclear
waldstein_3.mid,Beethoven,Classical,happy
beethoven_opus10_1.mid,Beethoven,Classical,unclear
appass_1.mid,Beethoven,Classical,unclear
beethoven_opus10_2.mid,Beethoven,Classical,unclear
mond_2.mid,Beethoven,Classical,unclear
beethoven_les_adieux_1.mid,Beethoven,Classical,depressed
elise.mid,Beethoven,Classical,soft
appass_3.mid,Beethoven,Classical,passionate
pathetique_2.mid,Beethoven,Classical,soft
mond_3.mid,Beethoven,Classical,passionate
beethoven_les_adieux_2.mid,Beethoven,Classical,depressed
mond_1.mid,Beethoven,Classical,depressed
muss_3.mid,Mussorgsky,Romantic,unclear
muss_5.mid,Mussorgsky,Romantic,unclear
muss_1.mid,Mussorgsky,Romantic,unclear
muss_8.mid,Mussorgsky,Romantic,unclear
muss_6.mid,Mussorgsky,Romantic,unclear
muss_2.mid,Mussorgsky,Romantic,unclear
muss_7.mid,Mussorgsky,Romantic,unclear
muss_4.mid,Mussorgsky,Romantic,unclear
mendel_op30_4.mid,Mendelssohn,Romantic,unclear
mendel_op19_2.mid,Mendelssohn,Romantic,unclear
mendel_op19_5.mid,Mendelssohn,Romantic,unclear
mendel_op19_4.mid,Mendelssohn,Romantic,soft
mendel_op19_6.mid,Mendelssohn,Romantic,depressed
mendel_op19_1.mid,Mendelssohn,Romantic,soft
mendel_op30_5.mid,Mendelssohn,Romantic,unclear
mendel_op30_2.mid,Mendelssohn,Romantic,unclear
mendel_op62_3.mid,Mendelssohn,Romantic,depressed
mendel_op30_3.mid,Mendelssohn,Romantic,unclear
mendel_op62_4.mid,Mendelssohn,Romantic,unclear
mendel_op19_3.mid,Mendelssohn,Romantic,unclear
mendel_op53_5.mid,Mendelssohn,Romantic,unclear
mendel_op30_1.mid,Mendelssohn,Romantic,soft
mendel_op62_5.mid,Mendelssohn,Romantic,unclear
gra_esp_2.mid,Granados,Romantic,unclear
gra_esp_3.mid,Granados,Romantic,unclear
gra_esp_4.mid,Granados,Romantic,unclear
fruehlingsrauschen.mid,Sinding,Romantic,unclear
rac_op32_1.mid,Rachmaninov,Romantic,unclear
rac_op23_3.mid,Rachmaninov,Romantic,unclear
rac_op33_8.mid,Rachmaninov,Romantic,unclear
rac_op33_6.mid,Rachmaninov,Romantic,unclear
rac_op33_5.mid,Rachmaninov,Romantic,unclear
rac_op23_7.mid,Rachmaninov,Romantic,unclear
rac_op32_13.mid,Rachmaninov,Romantic,unclear
rac_op23_2.mid,Rachmaninov,Romantic,unclear
rac_op3_2.mid,Rachmaninov,Romantic,unclear
rac_op23_5.mid,Rachmaninov,Romantic,unclear
god_alb_esp2.mid,Godowsky,Romantic,unclear
god_chpn_op10_e01.mid,Godowsky,Romantic,unclear
mz_545_1.mid,Mozart,Classical,unclear
mz_570_2.mid,Mozart,Classical,unclear
mz_311_2.mid,Mozart,Classical,unclear
mz_333_3.mid,Mozart,Classical,unclear
mz_331_3.mid,Mozart,Classical,passionate
mz_332_3.mid,Mozart,Classical,unclear
mz_331_2.mid,Mozart,Classical,unclear
mz_332_1.mid,Mozart,Classical,unclear
mz_545_2.mid,Mozart,Classical,unclear
mz_330_1.mid,Mozart,Classical,unclear
mz_545_3.mid,Mozart,Classical,unclear
mz_333_2.mid,Mozart,Classical,unclear
mz_330_2.mid,Mozart,Classical,unclear
mz_333_1.mid,Mozart,Classical,unclear
mz_311_3.mid,Mozart,Classical,unclear
mz_331_1.mid,Mozart,Classical,happy
mz_570_3.mid,Mozart,Classical,unclear
mz_332_2.mid,Mozart,Classical,unclear
mz_570_1.mid,Mozart,Classical,unclear
mz_330_3.mid,Mozart,Classical,unclear
mz_311_1.mid,Mozart,Classical,unclear
rav_scarbo.mid,Ravel,Romantic,unclear
rav_ondi.mid,Ravel,Romantic,unclear
rav_eau.mid,Ravel,Romantic,unclear
rav_gib.mid,Ravel,Romantic,unclear
ravel_miroirs_1.mid,Ravel,Romantic,unclear
clementi_opus36_4_1.mid,Clementi,Classical,unclear
clementi_opus36_2_2.mid,Clementi,Classical,unclear
clementi_opus36_6_1.mid,Clementi,Classical,happy
clementi_opus36_1_3.mid,Clementi,Classical,happy
clementi_opus36_3_3.mid,Clementi,Classical,unclear
clementi_opus36_5_1.mid,Clementi,Classical,happy
clementi_opus36_1_2.mid,Clementi,Classical,soft
clementi_opus36_4_3.mid,Clementi,Classical,unclear
clementi_opus36_1_1.mid,Clementi,Classical,happy
clementi_opus36_2_3.mid,Clementi,Classical,unclear
clementi_opus36_4_2.mid,Clementi,Classical,unclear
clementi_opus36_3_2.mid,Clementi,Classical,unclear
clementi_opus36_5_3.mid,Clementi,Classical,unclear
clementi_opus36_5_2.mid,Clementi,Classical,unclear
clementi_opus36_3_1.mid,Clementi,Classical,unclear
clementi_opus36_6_2.mid,Clementi,Classical,unclear
clementi_opus36_2_1.mid,Clementi,Classical,happy
mos_op36_6.mid,Moszkowski,Romantic,unclear
haydn_7_2.mid,Haydn,Classical,unclear
haydn_35_2.mid,Haydn,Classical,unclear
haydn_7_3.mid,Haydn,Classical,unclear
haydn_8_4.mid,Haydn,Classical,unclear
haydn_9_1.mid,Haydn,Classical,unclear
haydn_8_3.mid,Haydn,Classical,unclear
haydn_35_3.mid,Haydn,Classical,unclear
haydn_33_3.mid,Haydn,Classical,unclear
haydn_8_1.mid,Haydn,Classical,unclear
haydn_8_2.mid,Haydn,Classical,unclear
haydn_7_1.mid,Haydn,Classical,unclear
haydn_9_2.mid,Haydn,Classical,unclear
haydn_43_1.mid,Haydn,Classical,unclear
hay_40_2.mid,Haydn,Classical,unclear
haydn_9_3.mid,Haydn,Classical,unclear
haydn_35_1.mid,Haydn,Classical,unclear
haydn_33_1.mid,Haydn,Classical,unclear
haydn_43_2.mid,Haydn,Classical,unclear
hay_40_1.mid,Haydn,Classical,unclear
haydn_33_2.mid,Haydn,Classical,unclear
haydn_43_3.mid,Haydn,Classical,unclear
bach_850.mid,Bach,Baroque,happy
bach_846.mid,Bach,Baroque,soft
bach_847.mid,Bach,Baroque,unclear
grieg_halling.mid,Grieg,Romantic,unclear
grieg_wedding.mid,Grieg,Romantic,unclear
grieg_brooklet.mid,Grieg,Romantic,unclear
grieg_butterfly.mid,Grieg,Romantic,happy
grieg_wanderer.mid,Grieg,Romantic,unclear
grieg_zwerge.mid,Grieg,Romantic,unclear
grieg_march.mid,Grieg,Romantic,unclear
grieg_album.mid,Grieg,Romantic,unclear
grieg_elfentanz.mid,Grieg,Romantic,unclear
grieg_spring.mid,Grieg,Romantic,unclear
grieg_waechter.mid,Grieg,Romantic,unclear
grieg_kobold.mid,Grieg,Romantic,unclear
grieg_berceuse.mid,Grieg,Romantic,unclear
grieg_voeglein.mid,Grieg,Romantic,unclear
grieg_walzer.mid,Grieg,Romantic,unclear
grieg_once_upon_a_time.mid,Grieg,Romantic,unclear
br_im2.mid,Brahms,Romantic,unclear
br_rhap.mid,Brahms,Romantic,unclear
brahms_opus1_1.mid,Brahms,Romantic,unclear
brahms_opus1_3.mid,Brahms,Romantic,unclear
brahms_opus117_1.mid,Brahms,Romantic,unclear
brahms_opus1_2.mid,Brahms,Romantic,unclear
BR_IM6.MID,Brahms,Romantic,unclear
brahms_opus1_4.mid,Brahms,Romantic,unclear
brahms_opus117_2.mid,Brahms,Romantic,unclear
br_im5.mid,Brahms,Romantic,unclear
burg_geschwindigkeit.mid,Burgmueller,Romantic,unclear
burg_perlen.mid,Burgmueller,Romantic,unclear
burg_trennung.mid,Burgmueller,Romantic,unclear
burg_agitato.mid,Burgmueller,Romantic,unclear
burg_sylphen.mid,Burgmueller,Romantic,unclear
burg_spinnerlied.mid,Burgmueller,Romantic,unclear
burg_quelle.mid,Burgmueller,Romantic,unclear
burg_erwachen.mid,Burgmueller,Romantic,unclear
burg_gewitter.mid,Burgmueller,Romantic,unclear
schuim-4.mid,Schubert,Classical,unclear
schumm-6.mid,Schubert,Classical,unclear
schu_143_2.mid,Schubert,Classical,unclear
schubert_D850_3.mid,Schubert,Classical,unclear
schub_d960_1.mid,Schubert,Classical,unclear
schubert_D935_4.mid,Schubert,Classical,unclear
schu_143_1.mid,Schubert,Classical,unclear
schubert_D850_2.mid,Schubert,Classical,unclear
schumm-2.mid,Schubert,Classical,unclear
schubert_D850_4.mid,Schubert,Classical,unclear
schub_d960_3.mid,Schubert,Classical,unclear
schub_d760_3.mid,Schubert,Classical,unclear
schumm-5.mid,Schubert,Classical,unclear
schumm-3.mid,Schubert,Classical,unclear
schumm-1.mid,Schubert,Classical,unclear
schub_d760_4.mid,Schubert,Classical,unclear
schubert_D935_2.mid,Schubert,Classical,unclear
schumm-4.mid,Schubert,Classical,unclear
schu_143_3.mid,Schubert,Classical,unclear
schub_d960_2.mid,Schubert,Classical,unclear
schuim-1.mid,Schubert,Classical,unclear
schub_d760_1.mid,Schubert,Classical,unclear
schubert_D850_1.mid,Schubert,Classical,unclear
schubert_D935_3.mid,Schubert,Classical,unclear
schub_d960_4.mid,Schubert,Classical,unclear
schuim-3.mid,Schubert,Classical,unclear
schub_d760_2.mid,Schubert,Classical,unclear
schubert_D935_1.mid,Schubert,Classical,unclear
schuim-2.mid,Schubert,Classical,unclear
islamei.mid,Balakirew,Romantic,unclear
bor_ps2.mid,Borodin,Romantic,unclear
bor_ps1.mid,Borodin,Romantic,unclear
bor_ps7.mid,Borodin,Romantic,unclear
bor_ps4.mid,Borodin,Romantic,unclear
bor_ps6.mid,Borodin,Romantic,unclear
bor_ps3.mid,Borodin,Romantic,unclear
bor_ps5.mid,Borodin,Romantic,unclear
